year	month	day	symbol	nav
2003	6	17	LXK75	0.634
2003	6	18	LXK75	0.634
2003	6	19	LXK75	0.634
2003	6	20	LXK75	0.62889
2003	6	21	LXK75	0.634
2003	6	22	LXK75	0.634
2003	6	25	LXK75	0.62953
2003	6	26	LXK75	0.62697
2003	6	27	LXK75	0.62761
2003	6	28	LXK75	0.62697
2003	6	29	LXK75	0.62697
2003	6	30	LXK75	0.62697
2003	7	1	LXK75	0.62506
2003	7	2	LXK75	0.6225
2003	7	3	LXK75	0.62697
2003	7	4	LXK75	0.62761
2003	7	5	LXK75	0.62697
2003	7	6	LXK75	0.62697
2003	7	7	LXK75	0.62825
2003	7	8	LXK75	0.63336
2003	7	9	LXK75	0.634
2003	7	10	LXK75	0.63209
2003	7	11	LXK75	0.63017
2003	7	12	LXK75	0.63209
2003	7	13	LXK75	0.63209
2003	7	14	LXK75	0.63336
2003	7	15	LXK75	0.63592
2003	7	16	LXK75	0.63273
2003	7	17	LXK75	0.63081
2003	7	18	LXK75	0.62825
2003	7	19	LXK75	0.63081
2003	7	20	LXK75	0.63081
2003	7	21	LXK75	0.62825
2003	7	22	LXK75	0.62506
2003	7	23	LXK75	0.62633
2003	7	24	LXK75	0.6257
2003	7	25	LXK75	0.62697
2003	7	26	LXK75	0.6257
2003	7	27	LXK75	0.6257
2003	7	28	LXK75	0.62697
2003	7	29	LXK75	0.62889
2003	7	30	LXK75	0.62825
2003	7	31	LXK75	0.63017
2003	8	1	LXK75	0.62889
2003	8	2	LXK75	0.63017
2003	8	3	LXK75	0.63017
2003	8	4	LXK75	0.62697
2003	8	5	LXK75	0.6257
2003	8	6	LXK75	0.62442
2003	8	7	LXK75	0.62378
2003	8	8	LXK75	0.62697
2003	8	9	LXK75	0.62378
2003	8	10	LXK75	0.62378
2003	8	11	LXK75	0.62761
2003	8	12	LXK75	0.62953
2003	8	13	LXK75	0.63017
2003	8	14	LXK75	0.62953
2003	8	15	LXK75	0.63081
2003	8	16	LXK75	0.62953
2003	8	17	LXK75	0.62953
2003	8	18	LXK75	0.63336
2003	8	19	LXK75	0.63912
2003	8	21	LXK75	0.63848
2003	8	22	LXK75	0.64167
2003	8	23	LXK75	0.63848
2003	8	24	LXK75	0.63848
2003	8	25	LXK75	0.64295
2003	8	26	LXK75	0.64103
2003	8	27	LXK75	0.6404
2003	8	28	LXK75	0.64103
2003	8	29	LXK75	0.64103
2003	8	30	LXK75	0.64103
2003	8	31	LXK75	0.64103
2003	9	1	LXK75	0.64167
2003	9	2	LXK75	0.64231
2003	9	3	LXK75	0.64551
2003	9	4	LXK75	0.64679
2003	9	5	LXK75	0.64615
2003	9	6	LXK75	0.64679
2003	9	7	LXK75	0.64679
2003	9	9	LXK75	0.64551
2003	9	10	LXK75	0.64231
2003	9	11	LXK75	0.6404
2003	9	12	LXK75	0.6404
2003	9	13	LXK75	0.6404
2003	9	14	LXK75	0.6404
2003	9	15	LXK75	0.6404
2003	9	16	LXK75	0.64103
2003	9	17	LXK75	0.64487
2003	9	18	LXK75	0.64551
2003	9	19	LXK75	0.64487
2003	9	20	LXK75	0.64551
2003	9	21	LXK75	0.64551
2003	9	22	LXK75	0.64423
2003	9	23	LXK75	0.63976
2003	9	24	LXK75	0.6404
2003	9	25	LXK75	0.63912
2003	9	26	LXK75	0.63656
2003	9	27	LXK75	0.63912
2003	9	28	LXK75	0.63912
2003	9	29	LXK75	0.63464
2003	9	30	LXK75	0.634
2003	10	1	LXK75	0.63081
2003	10	2	LXK75	0.63336
2003	10	3	LXK75	0.63528
2003	10	4	LXK75	0.63336
2003	10	5	LXK75	0.63336
2003	10	6	LXK75	0.6372
2003	10	7	LXK75	0.6372
2003	10	8	LXK75	0.63592
2003	10	9	LXK75	0.63656
2003	10	10	LXK75	0.63976
2003	10	11	LXK75	0.63656
2003	10	12	LXK75	0.63656
2003	10	13	LXK75	0.63912
2003	10	14	LXK75	0.64167
2003	10	15	LXK75	0.64231
2003	10	16	LXK75	0.64423
2003	10	17	LXK75	0.64231
2003	10	18	LXK75	0.64423
2003	10	19	LXK75	0.64423
2003	10	20	LXK75	0.64167
2003	10	21	LXK75	0.64231
2003	10	22	LXK75	0.64103
2003	10	23	LXK75	0.6372
2003	10	24	LXK75	0.63464
2003	10	25	LXK75	0.6372
2003	10	26	LXK75	0.6372
2003	10	27	LXK75	0.634
2003	10	28	LXK75	0.63528
2003	10	29	LXK75	0.6404
2003	10	30	LXK75	0.6404
2003	10	31	LXK75	0.64167
2003	11	1	LXK75	0.6404
2003	11	2	LXK75	0.6404
2003	11	3	LXK75	0.64231
2003	11	4	LXK75	0.64615
2003	11	5	LXK75	0.64551
2003	11	6	LXK75	0.64423
2003	11	7	LXK75	0.64359
2003	11	8	LXK75	0.64423
2003	11	9	LXK75	0.64423
2003	11	10	LXK75	0.64487
2003	11	11	LXK75	0.64295
2003	11	12	LXK75	0.63976
2003	11	13	LXK75	0.64103
2003	11	14	LXK75	0.64231
2003	11	15	LXK75	0.64103
2003	11	16	LXK75	0.64103
2003	11	17	LXK75	0.64231
2003	11	18	LXK75	0.6372
2003	11	19	LXK75	0.63592
2003	11	20	LXK75	0.634
2003	11	21	LXK75	0.634
2003	11	22	LXK75	0.634
2003	11	23	LXK75	0.634
2003	11	24	LXK75	0.634
2003	11	25	LXK75	0.63848
2003	11	26	LXK75	0.63912
2003	11	27	LXK75	0.63784
2003	11	28	LXK75	0.63784
2003	11	29	LXK75	0.63784
2003	11	30	LXK75	0.63784
2003	12	1	LXK75	0.6372
2003	12	2	LXK75	0.63976
2003	12	3	LXK75	0.63912
2003	12	4	LXK75	0.63912
2003	12	5	LXK75	0.6404
2003	12	6	LXK75	0.63912
2003	12	7	LXK75	0.63912
2003	12	8	LXK75	0.63848
2003	12	9	LXK75	0.63784
2003	12	10	LXK75	0.6372
2003	12	11	LXK75	0.63592
2003	12	12	LXK75	0.63848
2003	12	13	LXK75	0.63592
2003	12	14	LXK75	0.63592
2003	12	15	LXK75	0.63848
2003	12	16	LXK75	0.63848
2003	12	17	LXK75	0.63784
2003	12	18	LXK75	0.63784
2003	12	19	LXK75	0.6404
2003	12	20	LXK75	0.63784
2003	12	21	LXK75	0.63784
2003	12	22	LXK75	0.64103
2003	12	23	LXK75	0.64103
2003	12	24	LXK75	0.63976
2003	12	27	LXK75	0.64103
2003	12	28	LXK75	0.64103
2003	12	29	LXK75	0.64167
2003	12	30	LXK75	0.64167
2003	12	31	LXK75	0.64295
2004	1	2	LXK75	0.64359
2004	1	3	LXK75	0.64295
2004	1	4	LXK75	0.64295
2004	1	5	LXK75	0.64359
2004	1	6	LXK75	0.64423
2004	1	7	LXK75	0.6487
2004	1	8	LXK75	0.64806
2004	1	9	LXK75	0.64998
2004	1	10	LXK75	0.64806
2004	1	11	LXK75	0.64806
2004	1	12	LXK75	0.64998
2004	1	13	LXK75	0.65126
2004	1	14	LXK75	0.65062
2004	1	15	LXK75	0.65382
2004	1	16	LXK75	0.65573
2004	1	17	LXK75	0.65382
2004	1	18	LXK75	0.65382
2004	1	19	LXK75	0.65829
2004	1	20	LXK75	0.65829
2004	1	21	LXK75	0.65637
2004	1	22	LXK75	0.65701
2004	1	23	LXK75	0.65829
2004	1	24	LXK75	0.65701
2004	1	25	LXK75	0.65701
2004	1	26	LXK75	0.65829
2004	1	27	LXK75	0.65829
2004	1	28	LXK75	0.65765
2004	1	29	LXK75	0.65509
2004	1	30	LXK75	0.65509
2004	1	31	LXK75	0.65509
2004	2	1	LXK75	0.65509
2004	2	2	LXK75	0.65382
2004	2	3	LXK75	0.65509
2004	2	4	LXK75	0.65382
2004	2	5	LXK75	0.65318
2004	2	6	LXK75	0.65126
2004	2	7	LXK75	0.65318
2004	2	8	LXK75	0.65318
2004	2	9	LXK75	0.65446
2004	2	10	LXK75	0.65765
2004	2	11	LXK75	0.65637
2004	2	12	LXK75	0.65893
2004	2	13	LXK75	0.65893
2004	2	14	LXK75	0.65893
2004	2	15	LXK75	0.65893
2004	2	16	LXK75	0.65765
2004	2	17	LXK75	0.65893
2004	2	18	LXK75	0.66213
2004	2	19	LXK75	0.66213
2004	2	20	LXK75	0.6634
2004	2	21	LXK75	0.66213
2004	2	22	LXK75	0.66213
2004	2	23	LXK75	0.66149
2004	2	25	LXK75	0.66021
2004	2	26	LXK75	0.66276
2004	2	27	LXK75	0.66468
2004	2	28	LXK75	0.66276
2004	2	29	LXK75	0.66276
2004	3	1	LXK75	0.66532
2004	3	2	LXK75	0.67107
2004	3	3	LXK75	0.67171
2004	3	4	LXK75	0.67235
2004	3	5	LXK75	0.67235
2004	3	6	LXK75	0.67235
2004	3	7	LXK75	0.67235
2004	3	8	LXK75	0.67427
2004	3	9	LXK75	0.67427
2004	3	10	LXK75	0.67299
2004	3	11	LXK75	0.66979
2004	3	12	LXK75	0.66468
2004	3	13	LXK75	0.66979
2004	3	14	LXK75	0.66979
2004	3	15	LXK75	0.66596
2004	3	16	LXK75	0.66149
2004	3	17	LXK75	0.6634
2004	3	18	LXK75	0.6666
2004	3	19	LXK75	0.66468
2004	3	20	LXK75	0.6666
2004	3	21	LXK75	0.6666
2004	3	22	LXK75	0.6634
2004	3	23	LXK75	0.65893
2004	3	24	LXK75	0.66149
2004	3	25	LXK75	0.66213
2004	3	26	LXK75	0.66596
2004	3	27	LXK75	0.66213
2004	3	28	LXK75	0.66213
2004	3	29	LXK75	0.66596
2004	3	30	LXK75	0.66852
2004	3	31	LXK75	0.66852
2004	4	1	LXK75	0.66852
2004	4	2	LXK75	0.67043
2004	4	3	LXK75	0.66852
2004	4	4	LXK75	0.66852
2004	4	5	LXK75	0.67427
2004	4	6	LXK75	0.67682
2004	4	7	LXK75	0.67555
2004	4	8	LXK75	0.67619
2004	4	10	LXK75	0.67555
2004	4	11	LXK75	0.67555
2004	4	12	LXK75	0.67555
2004	4	13	LXK75	0.67746
2004	4	14	LXK75	0.67619
2004	4	15	LXK75	0.67299
2004	4	16	LXK75	0.67299
2004	4	17	LXK75	0.67299
2004	4	18	LXK75	0.67299
2004	4	19	LXK75	0.67427
2004	4	20	LXK75	0.67555
2004	4	21	LXK75	0.67491
2004	4	22	LXK75	0.67363
2004	4	23	LXK75	0.67619
2004	4	24	LXK75	0.67363
2004	4	25	LXK75	0.67363
2004	4	26	LXK75	0.67682
2004	4	27	LXK75	0.67682
2004	4	28	LXK75	0.67555
2004	4	29	LXK75	0.66979
2004	4	30	LXK75	0.6666
2004	5	1	LXK75	0.66979
2004	5	2	LXK75	0.66979
2004	5	3	LXK75	0.66532
2004	5	4	LXK75	0.6666
2004	5	5	LXK75	0.6666
2004	5	6	LXK75	0.6666
2004	5	7	LXK75	0.6634
2004	5	8	LXK75	0.6666
2004	5	9	LXK75	0.6666
2004	5	10	LXK75	0.66021
2004	5	11	LXK75	0.65382
2004	5	12	LXK75	0.65637
2004	5	13	LXK75	0.65509
2004	5	14	LXK75	0.65509
2004	5	15	LXK75	0.65509
2004	5	16	LXK75	0.65509
2004	5	17	LXK75	0.65318
2004	5	18	LXK75	0.64998
2004	5	19	LXK75	0.64998
2004	5	20	LXK75	0.65254
2004	5	21	LXK75	0.65573
2004	5	22	LXK75	0.65254
2004	5	23	LXK75	0.65254
2004	5	24	LXK75	0.65573
2004	5	25	LXK75	0.65637
2004	5	26	LXK75	0.65701
2004	5	27	LXK75	0.65765
2004	5	28	LXK75	0.65893
2004	5	29	LXK75	0.65765
2004	5	30	LXK75	0.65765
2004	5	31	LXK75	0.65829
2004	6	1	LXK75	0.65701
2004	6	2	LXK75	0.65637
2004	6	3	LXK75	0.65637
2004	6	4	LXK75	0.65573
2004	6	5	LXK75	0.65637
2004	6	6	LXK75	0.65637
2004	6	7	LXK75	0.65765
2004	6	8	LXK75	0.66085
2004	6	9	LXK75	0.6634
2004	6	10	LXK75	0.66213
2004	6	11	LXK75	0.66276
2004	6	12	LXK75	0.66213
2004	6	13	LXK75	0.66213
2004	6	14	LXK75	0.66149
2004	6	15	LXK75	0.65701
2004	6	16	LXK75	0.66085
2004	6	17	LXK75	0.66213
2004	6	18	LXK75	0.66276
2004	6	19	LXK75	0.66213
2004	6	20	LXK75	0.66213
2004	6	21	LXK75	0.66213
2004	6	22	LXK75	0.66149
2004	6	25	LXK75	0.66149
2004	6	26	LXK75	0.66149
2004	6	27	LXK75	0.66149
2004	6	28	LXK75	0.6634
2004	6	29	LXK75	0.66276
2004	6	30	LXK75	0.66213
2004	7	1	LXK75	0.66213
2004	7	2	LXK75	0.65957
2004	7	3	LXK75	0.66213
2004	7	4	LXK75	0.66213
2004	7	5	LXK75	0.65829
2004	7	6	LXK75	0.65829
2004	7	7	LXK75	0.65573
2004	7	8	LXK75	0.65509
2004	7	9	LXK75	0.65446
2004	7	10	LXK75	0.65509
2004	7	11	LXK75	0.65509
2004	7	12	LXK75	0.65573
2004	7	13	LXK75	0.65446
2004	7	14	LXK75	0.65446
2004	7	15	LXK75	0.65318
2004	7	16	LXK75	0.65126
2004	7	17	LXK75	0.65318
2004	7	18	LXK75	0.65318
2004	7	19	LXK75	0.65126
2004	7	20	LXK75	0.65126
2004	7	21	LXK75	0.6519
2004	7	22	LXK75	0.65126
2004	7	23	LXK75	0.6519
2004	7	24	LXK75	0.65126
2004	7	25	LXK75	0.65126
2004	7	26	LXK75	0.65126
2004	7	27	LXK75	0.64743
2004	7	28	LXK75	0.64934
2004	7	29	LXK75	0.64998
2004	7	30	LXK75	0.65254
2004	7	31	LXK75	0.64998
2004	8	1	LXK75	0.64998
2004	8	2	LXK75	0.65446
2004	8	3	LXK75	0.65382
2004	8	4	LXK75	0.65318
2004	8	5	LXK75	0.65254
2004	8	6	LXK75	0.64934
2004	8	7	LXK75	0.65254
2004	8	8	LXK75	0.65254
2004	8	9	LXK75	0.64423
2004	8	10	LXK75	0.64359
2004	8	11	LXK75	0.64487
2004	8	12	LXK75	0.64359
2004	8	13	LXK75	0.64167
2004	8	14	LXK75	0.64359
2004	8	15	LXK75	0.64359
2004	8	16	LXK75	0.64167
2004	8	17	LXK75	0.64423
2004	8	18	LXK75	0.64487
2004	8	19	LXK75	0.64615
2004	8	21	LXK75	0.64487
2004	8	22	LXK75	0.64487
2004	8	23	LXK75	0.64743
2004	8	24	LXK75	0.64998
2004	8	25	LXK75	0.65062
2004	8	26	LXK75	0.6519
2004	8	27	LXK75	0.65446
2004	8	28	LXK75	0.6519
2004	8	29	LXK75	0.6519
2004	8	30	LXK75	0.65573
2004	8	31	LXK75	0.65382
2004	9	1	LXK75	0.65318
2004	9	2	LXK75	0.65446
2004	9	3	LXK75	0.65573
2004	9	4	LXK75	0.65446
2004	9	5	LXK75	0.65446
2004	9	6	LXK75	0.65637
2004	9	7	LXK75	0.65637
2004	9	8	LXK75	0.65701
2004	9	9	LXK75	0.65637
2004	9	10	LXK75	0.65573
2004	9	11	LXK75	0.65637
2004	9	12	LXK75	0.65637
2004	9	13	LXK75	0.65701
2004	9	14	LXK75	0.65957
2004	9	15	LXK75	0.66021
2004	9	16	LXK75	0.65893
2004	9	17	LXK75	0.66085
2004	9	18	LXK75	0.65893
2004	9	19	LXK75	0.65893
2004	9	20	LXK75	0.66149
2004	9	21	LXK75	0.65957
2004	9	22	LXK75	0.66149
2004	9	23	LXK75	0.65957
2004	9	24	LXK75	0.65765
2004	9	25	LXK75	0.65957
2004	9	26	LXK75	0.65957
2004	9	27	LXK75	0.65765
2004	9	28	LXK75	0.65637
2004	9	29	LXK75	0.65701
2004	9	30	LXK75	0.65701
2004	10	1	LXK75	0.65637
2004	10	2	LXK75	0.65701
2004	10	3	LXK75	0.65701
2004	10	4	LXK75	0.66085
2004	10	5	LXK75	0.66213
2004	10	6	LXK75	0.66468
2004	10	7	LXK75	0.66532
2004	10	8	LXK75	0.6634
2004	10	9	LXK75	0.66532
2004	10	10	LXK75	0.66532
2004	10	11	LXK75	0.66276
2004	10	12	LXK75	0.6634
2004	10	13	LXK75	0.66085
2004	10	14	LXK75	0.66085
2004	10	15	LXK75	0.65765
2004	10	16	LXK75	0.66085
2004	10	17	LXK75	0.66085
2004	10	18	LXK75	0.65701
2004	10	19	LXK75	0.65637
2004	10	20	LXK75	0.65829
2004	10	21	LXK75	0.65573
2004	10	22	LXK75	0.65573
2004	10	23	LXK75	0.65573
2004	10	24	LXK75	0.65573
2004	10	25	LXK75	0.65573
2004	10	26	LXK75	0.6519
2004	10	27	LXK75	0.65382
2004	10	28	LXK75	0.65637
2004	10	29	LXK75	0.65765
2004	10	30	LXK75	0.65637
2004	10	31	LXK75	0.65637
2004	11	1	LXK75	0.65765
2004	11	2	LXK75	0.65829
2004	11	3	LXK75	0.65829
2004	11	4	LXK75	0.66021
2004	11	5	LXK75	0.66149
2004	11	6	LXK75	0.66021
2004	11	7	LXK75	0.66021
2004	11	8	LXK75	0.6634
2004	11	9	LXK75	0.66276
2004	11	10	LXK75	0.6634
2004	11	11	LXK75	0.66404
2004	11	12	LXK75	0.66724
2004	11	13	LXK75	0.66404
2004	11	14	LXK75	0.66404
2004	11	15	LXK75	0.66916
2004	11	16	LXK75	0.66852
2004	11	17	LXK75	0.66596
2004	11	18	LXK75	0.66852
2004	11	19	LXK75	0.66724
2004	11	20	LXK75	0.66852
2004	11	21	LXK75	0.66852
2004	11	22	LXK75	0.66596
2004	11	23	LXK75	0.66468
2004	11	24	LXK75	0.66468
2004	11	25	LXK75	0.66468
2004	11	26	LXK75	0.66532
2004	11	27	LXK75	0.66468
2004	11	28	LXK75	0.66468
2004	11	29	LXK75	0.66468
2004	11	30	LXK75	0.66404
2004	12	1	LXK75	0.66276
2004	12	2	LXK75	0.66596
2004	12	3	LXK75	0.66724
2004	12	4	LXK75	0.66596
2004	12	5	LXK75	0.66596
2004	12	6	LXK75	0.66788
2004	12	7	LXK75	0.66596
2004	12	8	LXK75	0.66724
2004	12	9	LXK75	0.66724
2004	12	10	LXK75	0.66596
2004	12	11	LXK75	0.66724
2004	12	12	LXK75	0.66724
2004	12	13	LXK75	0.66596
2004	12	14	LXK75	0.66852
2004	12	15	LXK75	0.66979
2004	12	16	LXK75	0.66979
2004	12	17	LXK75	0.67043
2004	12	19	LXK75	0.66979
2004	12	20	LXK75	0.66852
2004	12	21	LXK75	0.66852
2004	12	22	LXK75	0.66852
2004	12	23	LXK75	0.66979
2004	12	24	LXK75	0.66916
2004	12	25	LXK75	0.66979
2004	12	26	LXK75	0.66979
2004	12	27	LXK75	0.66916
2004	12	28	LXK75	0.66724
2004	12	29	LXK75	0.66788
2004	12	30	LXK75	0.66852
2004	12	31	LXK75	0.66916
2005	1	1	LXK75	0.66852
2005	1	2	LXK75	0.66852
2005	1	3	LXK75	0.67043
2005	1	4	LXK75	0.67235
2005	1	5	LXK75	0.67171
2005	1	6	LXK75	0.67235
2005	1	7	LXK75	0.67171
2005	1	8	LXK75	0.67235
2005	1	9	LXK75	0.67235
2005	1	10	LXK75	0.67491
2005	1	11	LXK75	0.67491
2005	1	12	LXK75	0.67235
2005	1	13	LXK75	0.67107
2005	1	14	LXK75	0.67363
2005	1	15	LXK75	0.67107
2005	1	16	LXK75	0.67107
2005	1	17	LXK75	0.67619
2005	1	18	LXK75	0.67682
2005	1	19	LXK75	0.6781
2005	1	20	LXK75	0.67746
2005	1	21	LXK75	0.67555
2005	1	22	LXK75	0.67746
2005	1	23	LXK75	0.67746
2005	1	24	LXK75	0.67555
2005	1	25	LXK75	0.67491
2005	1	26	LXK75	0.67619
2005	1	27	LXK75	0.67682
2005	1	28	LXK75	0.6781
2005	1	29	LXK75	0.67682
2005	1	30	LXK75	0.67682
2005	1	31	LXK75	0.6781
2005	2	1	LXK75	0.68002
2005	2	2	LXK75	0.68194
2005	2	3	LXK75	0.68258
2005	2	4	LXK75	0.68386
2005	2	5	LXK75	0.68258
2005	2	6	LXK75	0.68258
2005	2	7	LXK75	0.68705
2005	2	8	LXK75	0.68897
2005	2	9	LXK75	0.68961
2005	2	10	LXK75	0.68833
2005	2	11	LXK75	0.68833
2005	2	12	LXK75	0.68833
2005	2	13	LXK75	0.68833
2005	2	14	LXK75	0.69025
2005	2	15	LXK75	0.69025
2005	2	16	LXK75	0.69089
2005	2	17	LXK75	0.68961
2005	2	18	LXK75	0.68961
2005	2	19	LXK75	0.68961
2005	2	20	LXK75	0.68961
2005	2	21	LXK75	0.68961
2005	2	22	LXK75	0.68897
2005	2	23	LXK75	0.68641
2005	2	25	LXK75	0.68513
2005	2	26	LXK75	0.68641
2005	2	27	LXK75	0.68641
2005	2	28	LXK75	0.68897
2005	3	1	LXK75	0.68897
2005	3	2	LXK75	0.68961
2005	3	3	LXK75	0.69089
2005	3	4	LXK75	0.68961
2005	3	5	LXK75	0.69089
2005	3	6	LXK75	0.69089
2005	3	7	LXK75	0.69025
2005	3	8	LXK75	0.69216
2005	3	9	LXK75	0.69025
2005	3	10	LXK75	0.68833
2005	3	11	LXK75	0.68705
2005	3	12	LXK75	0.68833
2005	3	13	LXK75	0.68833
2005	3	14	LXK75	0.68769
2005	3	15	LXK75	0.68705
2005	3	16	LXK75	0.68705
2005	3	17	LXK75	0.68322
2005	3	18	LXK75	0.68386
2005	3	19	LXK75	0.68322
2005	3	20	LXK75	0.68322
2005	3	21	LXK75	0.68577
2005	3	22	LXK75	0.68449
2005	3	23	LXK75	0.68513
2005	3	24	LXK75	0.68705
2005	3	26	LXK75	0.68513
2005	3	27	LXK75	0.68513
2005	3	28	LXK75	0.68705
2005	3	29	LXK75	0.68513
2005	3	30	LXK75	0.68386
2005	3	31	LXK75	0.68449
2005	4	1	LXK75	0.68577
2005	4	2	LXK75	0.68449
2005	4	3	LXK75	0.68449
2005	4	4	LXK75	0.68641
2005	4	5	LXK75	0.68577
2005	4	6	LXK75	0.68769
2005	4	7	LXK75	0.68961
2005	4	8	LXK75	0.69089
2005	4	9	LXK75	0.68961
2005	4	10	LXK75	0.68961
2005	4	11	LXK75	0.69152
2005	4	12	LXK75	0.69152
2005	4	13	LXK75	0.69152
2005	4	14	LXK75	0.69216
2005	4	15	LXK75	0.68961
2005	4	16	LXK75	0.69216
2005	4	17	LXK75	0.69216
2005	4	18	LXK75	0.68322
2005	4	19	LXK75	0.67874
2005	4	20	LXK75	0.68066
2005	4	21	LXK75	0.68002
2005	4	22	LXK75	0.6813
2005	4	23	LXK75	0.68002
2005	4	24	LXK75	0.68002
2005	4	25	LXK75	0.68322
2005	4	26	LXK75	0.68577
2005	4	27	LXK75	0.68449
2005	4	28	LXK75	0.6813
2005	4	29	LXK75	0.67938
2005	4	30	LXK75	0.6813
2005	5	1	LXK75	0.6813
2005	5	2	LXK75	0.68002
2005	5	3	LXK75	0.6813
2005	5	4	LXK75	0.6813
